instrument,t_signal,t_start,t_end,side,ret,label,uniqueness_weight,sigma
hg1s,2022-02-03,2022-02-04,2022-02-18,1,0.0071056143238166225,1,0.09540863177226813,0.01624656689060894
hg1s,2022-02-04,2022-02-07,2022-02-22,1,0.010698865766638699,1,0.09540863177226813,0.016091396005688846
hg1s,2022-02-07,2022-02-08,2022-02-23,1,0.004594882731134398,1,0.09540863177226813,0.015953942879706775
hg1s,2022-02-08,2022-02-09,2022-02-24,1,-0.03277740781700622,0,0.09540863177226813,0.01579549779295549
hg1s,2022-02-09,2022-02-10,2022-02-25,-1,0.03972038197441918,1,0.09540863177226813,0.016224929058266963
hg1s,2022-02-10,2022-02-11,2022-02-28,1,-0.01304575290448784,0,0.09357208448117539,0.01614186090952739
hg1s,2022-02-11,2022-02-14,2022-03-01,1,0.018001736888227704,1,0.09173553719008264,0.01670289727027176
hg1s,2022-02-14,2022-02-15,2022-03-02,1,0.027591267238076478,1,0.09090909090909091,0.016536711665189534
hg1s,2022-02-15,2022-02-16,2022-03-03,1,0.05104778408134192,1,0.09090909090909091,0.016386032758907678
hg1s,2022-02-16,2022-02-17,2022-03-03,1,0.054028083602621235,1,0.09090909090909091,0.016223141403495362
hg1s,2022-02-17,2022-02-18,2022-03-03,1,0.05480220615255682,1,0.09090909090909091,0.01606954291232464
hg1s,2022-02-18,2022-02-22,2022-03-03,1,0.05679556066939906,1,0.09090909090909091,0.01591069238733864
hg1s,2022-02-22,2022-02-23,2022-03-03,1,0.06323573534421811,1,0.09090909090909093,0.015756257269645867
hg1s,2022-02-23,2022-02-24,2022-03-03,1,0.06938134799504159,1,0.09090909090909093,0.015629328538927966
hg1s,2022-02-24,2022-02-25,2022-03-03,1,0.06401580903936077,1,0.09090909090909091,0.01550026246016689
hg1s,2022-02-25,2022-02-28,2022-03-03,1,0.0708394838077695,1,0.09090909090909091,0.015363121548148435
hg1s,2022-02-28,2022-03-01,2022-03-04,1,0.07156398589768154,1,0.13068181818181818,0.01524286254498811
hg1s,2022-03-01,2022-03-02,2022-03-04,1,0.05666411981123143,1,0.14393939393939395,0.01571187791833382
hg1s,2022-03-02,2022-03-03,2022-03-14,1,-0.05557881469304382,0,0.20422077922077922,0.015680834892468794
hg1s,2022-03-03,2022-03-04,2022-03-09,1,-0.07679902854230347,0,0.2583333333333333,0.015869932578321765
hg1s,2022-03-04,2022-03-07,2022-03-21,1,-0.004342537717821671,0,0.16933949888495342,0.01628533168270916
hg1s,2022-03-07,2022-03-08,2022-03-22,-1,0.002125399150607832,1,0.14730093139184047,0.017302843215075494
hg1s,2022-03-08,2022-03-09,2022-03-23,-1,-0.04364795978962355,0,0.1328381214744851,0.017149140614205617
hg1s,2022-03-09,2022-03-10,2022-03-24,1,0.01915971364717417,1,0.12374721238357601,0.017515909983023735
hg1s,2022-03-10,2022-03-11,2022-03-25,1,0.015658834423661228,1,0.11465630329266693,0.017501041101481415
hg1s,2022-03-11,2022-03-14,2022-03-28,1,0.043797884432688505,1,0.10859569723206088,0.017352019534444183
hg1s,2022-03-14,2022-03-15,2022-03-23,1,0.05674594017663481,1,0.1073850752422181,0.017481789159195592
hg1s,2022-03-15,2022-03-16,2022-03-30,1,0.03208488364348794,1,0.09997704315886134,0.0173112899478103
hg1s,2022-03-16,2022-03-17,2022-03-31,1,0.010367171301720823,1,0.09687786960514232,0.017344195026341026
hg1s,2022-03-17,2022-03-18,2022-04-01,1,-0.010818944019921117,0,0.09504132231404959,0.01742724872038653
hg1s,2022-03-18,2022-03-21,2022-04-04,-1,-0.014960245968391517,0,0.09421487603305785,0.017281181073864667
hg1s,2022-03-21,2022-03-22,2022-04-05,-1,-0.02001119988790223,0,0.09421487603305785,0.017139554154929303
hg1s,2022-03-22,2022-03-23,2022-04-06,-1,0.00809295527454168,1,0.09421487603305785,0.016975028031777
hg1s,2022-03-23,2022-03-24,2022-04-07,-1,0.009108303863554434,1,0.09421487603305785,0.016940565032222132
hg1s,2022-03-24,2022-03-25,2022-04-08,-1,-0.00562425258442345,0,0.09338842975206613,0.016812973733559916
hg1s,2022-03-25,2022-03-28,2022-04-11,1,-0.0195529488844588,0,0.09256198347107439,0.016709125704330238
hg1s,2022-03-28,2022-03-29,2022-04-12,1,-0.0045548519277280874,0,0.09173553719008264,0.01655689425226015
hg1s,2022-03-29,2022-03-30,2022-04-13,1,-0.008137429596762447,0,0.09090909090909091,0.016392169843943715
hg1s,2022-03-30,2022-03-31,2022-04-14,1,-0.005805072441268155,0,0.09090909090909091,0.016235052432540018
hg1s,2022-03-31,2022-04-01,2022-04-18,1,0.023919796800732085,1,0.09090909090909091,0.016074022157249044
hg1s,2022-04-01,2022-04-04,2022-04-19,1,-0.013369323705611835,0,0.09090909090909091,0.016038670792959224
hg1s,2022-04-04,2022-04-05,2022-04-20,1,-0.030276474993757185,0,0.09090909090909091,0.016098470052658378
hg1s,2022-04-05,2022-04-06,2022-04-21,1,-0.007201894594182745,0,0.09090909090909091,0.015940101039322408
hg1s,2022-04-06,2022-04-07,2022-04-22,1,-0.025429664576907207,0,0.09090909090909091,0.0158876074598391
hg1s,2022-04-07,2022-04-08,2022-04-25,1,-0.06018820825334115,0,0.09090909090909091,0.015780293661205803
hg1s,2022-04-08,2022-04-11,2022-04-26,1,-0.042531584543475276,0,0.10082644628099174,0.015637219460407217
hg1s,2022-04-11,2022-04-12,2022-04-25,1,-0.056902391932836416,0,0.09090909090909091,0.015738782803172126
hg1s,2022-04-12,2022-04-13,2022-04-25,-1,0.05743309386593687,1,0.09090909090909091,0.015737911296291755
hg1s,2022-04-13,2022-04-14,2022-04-25,-1,0.05987069665655009,1,0.09090909090909093,0.01558132944303169
hg1s,2022-04-14,2022-04-18,2022-04-25,-1,0.07635314566677431,1,0.09090909090909093,0.01542821198384567
hg1s,2022-04-18,2022-04-19,2022-04-25,-1,0.058705628405522514,1,0.09090909090909091,0.015433087293558728
hg1s,2022-04-19,2022-04-20,2022-04-28,-1,0.053264278209139926,1,0.1329004329004329,0.015502040774994
hg1s,2022-04-20,2022-04-21,2022-04-25,-1,0.05573385824217669,1,0.0909090909090909,0.01548633688434462
hg1s,2022-04-21,2022-04-22,2022-05-02,-1,0.07603750507662754,1,0.15114409400123682,0.015405741509654975
hg1s,2022-04-22,2022-04-25,2022-05-09,1,-0.06430002843125471,0,0.1397251738160829,0.015713346883343443
hg1s,2022-04-25,2022-04-26,2022-05-09,1,-0.06250951685409967,0,0.1446067821067821,0.016092675388394092
hg1s,2022-04-26,2022-04-27,2022-05-09,1,-0.06497064293066535,0,0.13845198011864676,0.015933534096859457
hg1s,2022-04-27,2022-04-28,2022-05-09,1,-0.055653631542888604,0,0.13075847763347764,0.015780612973914424
hg1s,2022-04-28,2022-04-29,2022-05-09,1,-0.04999878786071488,0,0.12562873634302205,0.015672418781885026
hg1s,2022-04-29,2022-05-02,2022-05-16,1,-0.0180866697612605,0,0.11843762298307753,0.01553220464151944
hg1s,2022-05-02,2022-05-03,2022-05-17,1,-0.010326305879103437,0,0.11454151908697364,0.0160026111604482
hg1s,2022-05-03,2022-05-04,2022-05-12,1,-0.05630449596366427,0,0.11514120799835086,0.01585820576341699
hg1s,2022-05-04,2022-05-05,2022-05-19,1,-0.0019826248081253883,0,0.10754624163715071,0.01582319956701485
hg1s,2022-05-05,2022-05-06,2022-05-20,1,0.0018730990240056755,1,0.10570969434605798,0.015725295236159204
hg1s,2022-05-06,2022-05-09,2022-05-23,1,0.03560511936207833,1,0.10488324806506624,0.015581673375383956
hg1s,2022-05-09,2022-05-10,2022-05-24,1,0.03558505442740523,1,0.105709694346058,0.015590058208592475
hg1s,2022-05-10,2022-05-11,2022-05-25,1,0.010752155406482888,1,0.1018135904499541,0.015472826373310973
hg1s,2022-05-11,2022-05-12,2022-05-23,1,0.05803191085929149,1,0.09936868686868687,0.01545840479505246
hg1s,2022-05-12,2022-05-13,2022-05-27,1,0.03101115138621613,1,0.09770431588613405,0.015688707131132674
hg1s,2022-05-13,2022-05-16,2022-05-31,1,0.024625693461033604,1,0.09586776859504131,0.01578222386442171
hg1s,2022-05-16,2022-05-17,2022-06-01,1,0.02089366981305707,1,0.09504132231404959,0.01564422650269672
hg1s,2022-05-17,2022-05-18,2022-06-02,-1,-0.08572420189185537,0,0.09421487603305785,0.015590729937438931
hg1s,2022-05-18,2022-05-19,2022-06-02,1,0.0610228343860042,1,0.09363636363636366,0.01554534912783457
hg1s,2022-05-19,2022-05-20,2022-06-02,1,0.06289242946825957,1,0.09393939393939395,0.015820803879185653
hg1s,2022-05-20,2022-05-23,2022-06-07,1,0.02049952104104502,1,0.13980716253443526,0.015663910246161886
hg1s,2022-05-23,2022-05-24,2022-06-02,-1,-0.05589939433340074,0,0.09480519480519482,0.01569659683220141
hg1s,2022-05-24,2022-05-25,2022-06-02,-1,-0.06769928708200701,0,0.09393939393939395,0.015588521184663756
hg1s,2022-05-25,2022-05-26,2022-06-02,1,0.06664214058982743,1,0.09272727272727274,0.015510119968727434
hg1s,2022-05-26,2022-05-27,2022-06-02,1,0.0555510236799488,1,0.09090909090909091,0.015358526008950164
hg1s,2022-05-27,2022-05-31,2022-06-02,-1,-0.05799217470079965,0,0.0909090909090909,0.015299250114858626
hg1s,2022-05-31,2022-06-01,2022-06-02,-1,-0.050455470452050566,0,0.09090909090909091,0.015148899825341707
hg1s,2022-06-01,2022-06-02,2022-06-10,-1,0.05834139896207491,1,0.1976808905380334,0.015043175082059414
hg1s,2022-06-02,2022-06-03,2022-06-13,-1,0.060016857727036355,1,0.2051020408163265,0.016520585049941954
hg1s,2022-06-03,2022-06-06,2022-06-14,-1,0.06485424189848232,1,0.1812925170068027,0.016554568742868814
hg1s,2022-06-06,2022-06-07,2022-06-14,-1,0.06496697552830732,1,0.16984126984126982,0.01643153115473249
hg1s,2022-06-07,2022-06-08,2022-06-13,-1,0.056095942133107535,1,0.16309523809523807,0.016268061783383813
hg1s,2022-06-08,2022-06-09,2022-06-14,-1,0.05260363480158947,1,0.15476190476190477,0.016117909122585643
hg1s,2022-06-09,2022-06-10,2022-06-17,-1,0.06767145592094748,1,0.20039682539682538,0.01612611740716947
hg1s,2022-06-10,2022-06-13,2022-06-22,1,-0.06562344274930365,0,0.24659863945578228,0.01619945522245039
hg1s,2022-06-13,2022-06-14,2022-06-22,1,-0.052477936919901325,0,0.2638888888888889,0.01625221138064398
hg1s,2022-06-14,2022-06-15,2022-06-22,1,-0.054160629609533606,0,0.2833333333333333,0.016178408895163005
pl1s,2020-01-03,2020-01-06,2020-01-15,-1,-0.05966223404904447,0,0.34791666666666665,0.013259589550474205
pl1s,2020-01-06,2020-01-07,2020-01-15,1,0.05408888903332798,1,0.2547619047619048,0.013629825857698931
pl1s,2020-01-07,2020-01-08,2020-01-15,1,0.06214928195956837,1,0.21388888888888888,0.01350923074576718
pl1s,2020-01-08,2020-01-09,2020-01-15,1,0.05367728170149633,1,0.19,0.013436354840206787
pl1s,2020-01-09,2020-01-10,2020-01-27,1,0.0057642875838057606,1,0.2538961038961039,0.013344483679044583
pl1s,2020-01-10,2020-01-13,2020-01-15,-1,-0.04333994999981172,0,0.16666666666666666,0.013340727729034389
pl1s,2020-01-15,2020-01-16,2020-01-31,-1,0.040044064407564584,1,0.23986291486291486,0.013961399260777219
pl1s,2020-01-17,2020-01-21,2020-01-31,-1,0.046316798669506554,1,0.18205467372134038,0.014480497118385597
pl1s,2020-01-21,2020-01-22,2020-01-31,1,-0.059921109428537456,0,0.16314484126984127,0.014580781183174046
pl1s,2020-01-22,2020-01-23,2020-01-31,-1,0.046118267792467194,1,0.15073696145124718,0.014533489117951066
pl1s,2020-01-23,2020-01-24,2020-01-31,-1,0.049388997699534976,1,0.14252645502645503,0.014554242020705184
pl1s,2020-01-24,2020-01-27,2020-02-10,-1,0.02532556469796532,1,0.1394660894660895,0.014411523694222036
pl1s,2020-01-28,2020-01-29,2020-02-12,-1,0.008236430788301163,1,0.12868293322838778,0.014410382240188159
pl1s,2020-01-29,2020-01-30,2020-02-13,1,-0.005932914300583292,0,0.12396038305129214,0.014572059240933345
pl1s,2020-01-30,2020-01-31,2020-02-14,1,0.007147697083483173,1,0.12086120949757312,0.014441128010725283
pl1s,2020-01-31,2020-02-03,2020-02-18,1,0.02361913725348952,1,0.11902466220648038,0.014569338250016077
pl1s,2020-02-03,2020-02-04,2020-02-19,1,0.03897783572807256,1,0.10910730683457955,0.014475089348172364
pl1s,2020-02-04,2020-02-05,2020-02-20,1,-0.00823970889467951,0,0.1030467007739735,0.014350851522887287
pl1s,2020-02-05,2020-02-06,2020-02-21,1,0.008952979797843597,1,0.0991505968778696,0.014508543863063876
pl1s,2020-02-06,2020-02-07,2020-02-24,1,0.0051456324280456656,1,0.09687786960514234,0.0146648545001569
pl1s,2020-02-07,2020-02-10,2020-02-25,1,-0.03644042619455501,0,0.09586776859504133,0.014520137860144007
pl1s,2020-02-10,2020-02-11,2020-02-26,1,-0.062192362659397205,0,0.0981404958677686,0.01438148762347639
pl1s,2020-02-11,2020-02-12,2020-02-26,1,-0.05580322303946428,0,0.09795454545454546,0.014265786403738307
pl1s,2020-02-12,2020-02-13,2020-02-26,1,-0.06342426918854827,0,0.09873737373737373,0.014157853147610932
pl1s,2020-02-13,2020-02-14,2020-02-26,1,-0.057352730084965664,0,0.0997159090909091,0.014052621136702737
pl1s,2020-02-14,2020-02-18,2020-02-25,1,-0.06398194667642976,0,0.09696969696969697,0.013944292650423419
pl1s,2020-02-18,2020-02-19,2020-02-25,1,-0.07459053295777629,0,0.09818181818181818,0.01424560074755276
pl1s,2020-02-20,2020-02-21,2020-02-26,1,-0.06485957802954267,0,0.10625000000000001,0.014523557662391847
pl1s,2020-02-21,2020-02-24,2020-02-26,1,-0.06291115921591128,0,0.10833333333333334,0.014387912714448418
pl1s,2020-02-24,2020-02-25,2020-02-28,1,-0.07527202533226074,0,0.20208333333333334,0.014249109443909837
pl1s,2020-02-25,2020-02-26,2020-02-28,1,-0.05632283618575862,0,0.23611111111111108,0.01542108129910117
pl1s,2020-02-26,2020-02-27,2020-03-02,1,-0.05225280598074811,0,0.3055555555555555,0.01548789910245795
pl1s,2020-02-27,2020-02-28,2020-03-12,1,-0.10078367260448662,0,0.20123015873015873,0.015391246077948124
pl1s,2020-02-28,2020-03-02,2020-03-12,1,-0.0946355179848073,0,0.19581128747795418,0.01649950486423631
pl1s,2020-03-02,2020-03-03,2020-03-12,1,-0.10608933672149412,0,0.17862103174603172,0.016346607980758536
pl1s,2020-03-03,2020-03-04,2020-03-12,1,-0.11285347830341319,0,0.15651927437641724,0.016291567874596086
pl1s,2020-03-04,2020-03-05,2020-03-12,1,-0.1019394748641389,0,0.14093915343915345,0.01617225806117085
pl1s,2020-03-05,2020-03-06,2020-03-12,1,-0.13678778856326268,0,0.12912698412698415,0.016065885876751694
pl1s,2020-03-06,2020-03-09,2020-03-12,1,-0.09858396115923984,0,0.11974206349206348,0.016707026158940128
pl1s,2020-03-09,2020-03-10,2020-03-12,1,-0.10620436519397014,0,0.11203703703703705,0.017344600083025127
pl1s,2020-03-10,2020-03-11,2020-03-12,1,-0.10482314950674798,0,0.10555555555555556,0.017221206025897242
pl1s,2020-03-11,2020-03-12,2020-03-16,1,-0.17285005305197476,0,0.3111111111111111,0.01704985269846231
pl1s,2020-03-12,2020-03-13,2020-03-16,1,-0.1231577168836182,0,0.41666666666666663,0.022233212328572474
pl1s,2020-03-13,2020-03-16,2020-03-18,1,-0.08352044228393929,0,0.38888888888888884,0.022941396436828663
pl1s,2020-03-16,2020-03-17,2020-03-18,1,-0.09500960872363162,0,0.41666666666666663,0.028145918710829942
pl1s,2020-03-17,2020-03-18,2020-03-24,1,0.14805993104809012,1,0.3233333333333333,0.027983205411544494
pl1s,2020-03-18,2020-03-19,2020-03-24,1,0.1617063401784593,1,0.3208333333333333,0.030354248450743065
pl1s,2020-03-19,2020-03-20,2020-03-24,1,0.11860257640737792,1,0.26111111111111107,0.03006193175812205
pl1s,2020-03-20,2020-03-23,2020-03-24,1,0.11188792287857119,1,0.225,0.030620561429903236
pl1s,2020-03-23,2020-03-24,2020-04-07,1,0.059593274646225325,1,0.20652958152958154,0.030379105898136118
pl1s,2020-03-24,2020-03-25,2020-04-08,-1,0.016627622011769816,1,0.19844877344877343,0.03437629945783026
pl1s,2020-03-25,2020-03-26,2020-04-09,-1,-0.01548122727868062,0,0.1630952380952381,0.03524634820572416
pl1s,2020-03-26,2020-03-27,2020-04-13,-1,-0.010996490040832363,0,0.1428932178932179,0.034916008802088255
pl1s,2020-03-27,2020-03-30,2020-04-14,-1,-0.12442330853137662,0,0.13026695526695528,0.03459472697494403
pl1s,2020-03-30,2020-03-31,2020-04-14,-1,-0.11603088120728344,0,0.1232936507936508,0.034376085387709164
pl1s,2020-03-31,2020-04-01,2020-04-14,-1,-0.1327474409575693,0,0.11847442680776014,0.03407641916770701
pl1s,2020-04-02,2020-04-03,2020-04-14,-1,-0.13232958455357924,0,0.11150793650793653,0.033576174097677776
pl1s,2020-04-03,2020-04-06,2020-04-14,1,0.11315790570926154,1,0.10925925925925924,0.033292485117211106
pl1s,2020-04-06,2020-04-07,2020-04-22,1,0.026883695432935895,1,0.14289321789321788,0.03311527554010805
pl1s,2020-04-08,2020-04-09,2020-04-24,1,0.03310864679790537,1,0.14516594516594516,0.03263518889025286
pl1s,2020-04-09,2020-04-13,2020-04-27,1,0.03563384607549214,1,0.14642857142857144,0.032473966719583226
pl1s,2020-04-13,2020-04-14,2020-04-28,1,-0.029841872689820192,0,0.14769119769119768,0.03215607279731843
pl1s,2020-04-15,2020-04-16,2020-04-30,-1,-0.02452964923461476,0,0.1392135642135642,0.03407351525281268
pl1s,2020-04-16,2020-04-17,2020-05-01,-1,0.014623144094241702,1,0.1323953823953824,0.0337846103327399
pl1s,2020-04-17,2020-04-20,2020-05-04,-1,0.022230194569913486,1,0.1286075036075036,0.03347150055718275
pl1s,2020-04-21,2020-04-22,2020-05-06,-1,-0.0002613012826273575,0,0.1286075036075036,0.033533305492486454
pl1s,2020-04-22,2020-04-23,2020-05-07,-1,0.007515480259151275,1,0.1323953823953824,0.0332362214311336
pl1s,2020-04-23,2020-04-24,2020-05-08,-1,-0.0198330344399249,0,0.1392135642135642,0.03319216876485855
pl1s,2020-04-27,2020-04-28,2020-05-12,1,-0.023141528550673307,0,0.15108225108225107,0.03262934537676815
pl1s,2020-04-29,2020-04-30,2020-05-14,-1,0.04786808019176014,1,0.15487012987012988,0.03218314830695322
pl1s,2020-04-30,2020-05-01,2020-05-15,-1,-0.05431882010445577,0,0.1564935064935065,0.031956648100038086
pl1s,2020-05-01,2020-05-04,2020-05-18,-1,-0.11031929880830837,0,0.16028138528138527,0.032367706563040936
pl1s,2020-05-08,2020-05-11,2020-05-18,-1,-0.10672909108237327,0,0.16428571428571428,0.031198781799748124
pl1s,2020-05-11,2020-05-12,2020-05-18,-1,-0.11173327165510738,0,0.15714285714285714,0.0309154301874898
pl1s,2020-05-12,2020-05-13,2020-05-18,1,0.12155754922560558,1,0.15476190476190477,0.03061261556591742
pl1s,2020-05-13,2020-05-14,2020-05-18,1,0.11482526072892885,1,0.15079365079365079,0.030332020622797322
pl1s,2020-05-14,2020-05-15,2020-05-20,1,0.13425014050863915,1,0.2857142857142857,0.030051657725362096
pl1s,2020-05-18,2020-05-19,2020-06-03,1,-0.03325830784764161,0,0.28748196248196245,0.03161493385422419
pl1s,2020-05-19,2020-05-20,2020-06-04,1,-0.07728211996025802,0,0.25212842712842715,0.031451551232661745
pl1s,2020-05-22,2020-05-26,2020-06-09,-1,0.014649319010469064,1,0.15837268791814246,0.033176203481152175
pl1s,2020-05-26,2020-05-27,2020-06-10,-1,0.03724112276097635,1,0.1363341204250295,0.032923604938392574
pl1s,2020-05-27,2020-05-28,2020-06-11,-1,0.05213638549451538,1,0.12187131050767412,0.03260195609066428
pl1s,2020-05-28,2020-05-29,2020-06-12,-1,0.06568255512279908,1,0.11195395513577332,0.032325518407227964
pl1s,2020-05-29,2020-06-01,2020-06-15,-1,0.09224087429828831,1,0.10506690279417552,0.03201716345204054
pl1s,2020-06-01,2020-06-02,2020-06-16,-1,0.028963837102233825,1,0.10034435261707988,0.031954931622544126
pl1s,2020-06-02,2020-06-03,2020-06-17,-1,0.026256880164604368,1,0.09724517906336089,0.03208569670084803
pl1s,2020-06-03,2020-06-04,2020-06-18,-1,0.06298289167910909,1,0.09540863177226813,0.03179914607643259
pl1s,2020-06-04,2020-06-05,2020-06-19,-1,0.0042978545969214466,1,0.09357208448117539,0.03148933027069073
pl1s,2020-06-05,2020-06-08,2020-06-22,1,-0.018209459106303783,0,0.09173553719008264,0.031713541019006405
pl1s,2020-06-08,2020-06-09,2020-06-23,-1,0.009420052106397847,1,0.09173553719008266,0.03181208741479605
pl1s,2020-06-09,2020-06-10,2020-06-24,-1,0.03807897512094982,1,0.09357208448117539,0.03149606785355441
pl1s,2020-06-10,2020-06-11,2020-06-25,-1,0.023167274337172472,1,0.09540863177226813,0.03128087191533663
pl1s,2020-06-11,2020-06-12,2020-06-26,-1,0.0038111901564841233,1,0.09724517906336089,0.03119238182661992
pl1s,2020-06-12,2020-06-15,2020-06-29,-1,-0.003701882729094663,0,0.09908172635445363,0.030892633954444977
pl1s,2020-06-15,2020-06-16,2020-06-30,-1,-0.004435690974964324,0,0.10091827364554638,0.03058963513994898
pl1s,2020-06-16,2020-06-17,2020-07-01,-1,0.008721255252284621,1,0.10275482093663912,0.030520283465754694
pl1s,2020-06-17,2020-06-18,2020-07-02,1,0.01942751727890535,1,0.10459136822773188,0.030232357258578854
pl1s,2020-06-18,2020-06-19,2020-07-06,1,0.00887295989632264,1,0.10642791551882462,0.030256124747006247
pl1s,2020-06-19,2020-06-22,2020-07-07,1,0.016351684112381193,1,0.10826446280991736,0.0300660303800523
pl1s,2020-06-24,2020-06-25,2020-07-10,1,0.04522047029045595,1,0.10826446280991736,0.03006685837709794
pl1s,2020-06-25,2020-06-26,2020-07-13,1,0.051964373938858444,1,0.10642791551882459,0.0298069545392204
pl1s,2020-06-26,2020-06-29,2020-07-14,1,0.010330422190058641,1,0.10459136822773187,0.0295753842902784
pl1s,2020-06-29,2020-06-30,2020-07-15,1,-0.009442940804141209,0,0.10275482093663911,0.029323481340703467
pl1s,2020-06-30,2020-07-01,2020-07-16,1,0.003111166800172427,1,0.10091827364554637,0.029288181094869754
pl1s,2020-07-01,2020-07-02,2020-07-17,1,0.02141409450946785,1,0.09908172635445363,0.029135081347537686
pl1s,2020-07-02,2020-07-06,2020-07-20,1,0.023827501410261576,1,0.09724517906336089,0.02884882530670807
pl1s,2020-07-06,2020-07-07,2020-07-21,1,0.06253088855417133,1,0.09540863177226813,0.028580840720684415
pl1s,2020-07-07,2020-07-08,2020-07-22,1,0.07976421431740466,1,0.09667125803489439,0.02860626589126567
pl1s,2020-07-08,2020-07-09,2020-07-22,1,0.12263865303741373,1,0.09522727272727273,0.02850758365337607
pl1s,2020-07-09,2020-07-10,2020-07-22,1,0.123820127653957,1,0.0946969696969697,0.028886366649307348
pl1s,2020-07-10,2020-07-13,2020-07-22,1,0.10380658587395697,1,0.09517045454545454,0.028599571588894035
pl1s,2020-07-13,2020-07-14,2020-07-21,1,0.09359220919656508,1,0.09090909090909093,0.02845117641416729
pl1s,2020-07-14,2020-07-15,2020-07-22,1,0.12701709917400272,1,0.0965909090909091,0.028508691258047163
pl1s,2020-07-15,2020-07-16,2020-07-21,1,0.0933532320179582,1,0.09090909090909091,0.028245551192394473
pl1s,2020-07-16,2020-07-17,2020-07-22,1,0.11945562646789298,1,0.09943181818181818,0.027983999473327803
pl1s,2020-07-17,2020-07-20,2020-07-22,1,0.10973373438526401,1,0.10227272727272728,0.027785134118255818
pl1s,2020-07-20,2020-07-21,2020-08-04,1,0.038743440141468355,1,0.19498884953430407,0.027540745678611762
pl1s,2020-07-22,2020-07-23,2020-08-06,-1,-0.0506757557598414,0,0.19271612226157678,0.02913015915113809
pl1s,2020-07-23,2020-07-24,2020-08-07,-1,-0.01495044457592698,0,0.15736258690804145,0.0288460544254153
pl1s,2020-07-24,2020-07-27,2020-08-10,-1,-0.036666881117863426,0,0.13716056670602125,0.02859869841065837
pl1s,2020-07-27,2020-07-28,2020-08-11,-1,0.015120843875600976,1,0.12453430407975864,0.028339785844942858
pl1s,2020-07-28,2020-07-29,2020-08-12,-1,-0.000730041226957745,0,0.11645349599895055,0.02816443763432024
pl1s,2020-07-29,2020-07-30,2020-08-06,-1,-0.10526189146872689,0,0.11164622414622415,0.028229175547597525
pl1s,2020-07-30,2020-07-31,2020-08-06,1,0.09838225746126383,1,0.10540404040404042,0.028859477563555155
pl1s,2020-07-31,2020-08-03,2020-08-17,1,0.03845209583993103,1,0.10440771349862259,0.02858301660681773
pl1s,2020-08-03,2020-08-04,2020-08-18,1,0.020926900629812728,1,0.10257116620752983,0.028346676579288587
pl1s,2020-08-04,2020-08-05,2020-08-19,-1,0.033723767381783176,1,0.1017447199265381,0.028263711263246772
pl1s,2020-08-05,2020-08-06,2020-08-20,-1,0.08971387508272688,1,0.10091827364554637,0.028356043200565745
pl1s,2020-08-06,2020-08-07,2020-08-21,-1,0.046726137455977756,1,0.10091827364554637,0.02824245464708326
pl1s,2020-08-07,2020-08-10,2020-08-24,-1,0.08119858970598415,1,0.09908172635445363,0.028726935175090895
pl1s,2020-08-10,2020-08-11,2020-08-25,-1,0.039261891680630434,1,0.09724517906336089,0.028759510154490967
pl1s,2020-08-11,2020-08-12,2020-08-26,1,-0.02043251704835569,0,0.09540863177226813,0.028882107742471793
pl1s,2020-08-12,2020-08-13,2020-08-27,-1,0.05746963454926668,1,0.09357208448117539,0.028669925665616686
pl1s,2020-08-13,2020-08-14,2020-08-28,-1,0.02011546947390297,1,0.09173553719008264,0.028560815441607483
pl1s,2020-08-14,2020-08-17,2020-08-31,-1,0.031175445225978926,1,0.09090909090909091,0.028527318979238783
pl1s,2020-08-17,2020-08-18,2020-09-01,-1,0.02354758456396233,1,0.09090909090909091,0.02826055810844959
pl1s,2020-08-18,2020-08-19,2020-09-02,-1,0.056131697618183374,1,0.09090909090909091,0.027992328156027823
pl1s,2020-08-19,2020-08-20,2020-09-03,1,-0.041073761383382035,0,0.09090909090909091,0.027881981838072403
pl1s,2020-08-20,2020-08-21,2020-09-04,1,-0.030589459518200357,0,0.09090909090909091,0.027985284584244693
pl1s,2020-08-21,2020-08-24,2020-09-08,1,-0.015478835313506245,0,0.09090909090909091,0.02770801915588504
pl1s,2020-08-24,2020-08-25,2020-09-09,1,-0.009790814671100101,0,0.09090909090909091,0.027434862660516722
pl1s,2020-08-25,2020-08-26,2020-09-10,1,0.0012760529155384503,1,0.09090909090909091,0.02719329120262598
pl1s,2020-08-26,2020-08-27,2020-09-11,1,0.01231476718364366,1,0.09173553719008266,0.0269322310248209
pl1s,2020-08-27,2020-08-28,2020-09-14,1,0.019698324823318458,1,0.09357208448117539,0.026733196845774302
pl1s,2020-08-28,2020-08-31,2020-09-15,-1,-0.04615162009258711,0,0.09540863177226813,0.026519018501547843
pl1s,2020-08-31,2020-09-01,2020-09-16,1,0.02159776610198616,1,0.10229568411386594,0.026259396211851388
pl1s,2020-09-01,2020-09-02,2020-09-15,1,0.08285497986550006,1,0.09640852974186306,0.026078179254497375
pl1s,2020-09-02,2020-09-03,2020-09-15,1,0.09902303010976521,1,0.0970959595959596,0.026892142061936252
pl1s,2020-09-03,2020-09-04,2020-09-15,1,0.08940219294938423,1,0.09797979797979799,0.026724188962711858
pl1s,2020-09-04,2020-09-08,2020-09-22,1,-0.057723802417208425,0,0.121727010363374,0.02649274496164883
